date,focal,act,partner,focgroup,prtgroup,focsex,prtsex,group.combo,behav,direction,period,winner,loser,Intensity,id1,id2,Dyad,Obs.effort,outcome,rval,RankDiff,winner.group,loser.group,win,relative.size
3/1/14,uk,dt1,ug,ENK,PHG,F,F,different,dt,1,Stable,uk,ug,0,ug,uk,ug_uk,4230,never together,0.0625,0.13,ENK,PHG,1,smaller
3/1/14,uk,dt1,ug,ENK,PHG,F,F,different,dt,1,Stable,uk,ug,0,ug,uk,ug_uk,4230,never together,0.0625,0.13,ENK,PHG,1,smaller
3/1/14,uk,dt1,ug,ENK,PHG,F,F,different,dt,1,Stable,uk,ug,0,ug,uk,ug_uk,4230,never together,0.0625,0.13,ENK,PHG,1,smaller
3/1/14,uk,dt2,ug,ENK,PHG,F,F,different,dt,2,Stable,ug,uk,0,ug,uk,ug_uk,4230,never together,0.0625,0.13,PHG,ENK,0,smaller
3/1/14,uk,dt2,ug,ENK,PHG,F,F,different,dt,2,Stable,ug,uk,0,ug,uk,ug_uk,4230,never together,0.0625,0.13,PHG,ENK,0,smaller
3/3/14,uk,dt2,ug,ENK,PHG,F,F,different,dt,2,Stable,ug,uk,0,ug,uk,ug_uk,4230,never together,0.0625,0.13,PHG,ENK,0,smaller
3/29/14,uz,dt2,qn,PHG,ENK,F,F,different,dt,2,Stable,qn,uz,0,qn,uz,qn_uz,4425,never together,0,0.25,ENK,PHG,0,larger
4/7/14,ur,dn2,uk,PHG,ENK,F,F,different,dn,2,Stable,uk,ur,0,uk,ur,uk_ur,4215,never together,0,0.42,ENK,PHG,0,larger
4/7/14,ur,dt1,uk,PHG,ENK,F,F,different,dt,1,Stable,ur,uk,0,uk,ur,uk_ur,4215,never together,0,0.42,PHG,ENK,1,larger
4/7/14,ur,dt1,uk,PHG,ENK,F,F,different,dt,1,Stable,ur,uk,0,uk,ur,uk_ur,4215,never together,0,0.42,PHG,ENK,1,larger
4/9/14,uk,db2,fd,ENK,PHG,F,F,different,db,2,Stable,fd,uk,0,fd,uk,fd_uk,4215,never together,0,0.83,PHG,ENK,0,smaller
5/1/14,uk,dd2,uz,ENK,PHG,F,F,different,dd,2,Stable,uz,uk,0,uk,uz,uk_uz,4290,never together,0.0625,0.25,PHG,ENK,0,smaller
5/29/14,uk,dt2,ur,ENK,PHG,F,F,different,dt,2,Stable,ur,uk,0,uk,ur,uk_ur,4215,never together,0,0.42,PHG,ENK,0,smaller
6/10/14,by,dn1,ux,ENK,PHG,F,F,different,dn,1,Stable,by,ux,0,by,ux,by_ux,4335,stayed together,0,0.29,ENK,PHG,1,smaller
6/16/14,qc,dc1,ux,ENK,PHG,F,F,different,dc,1,Stable,qc,ux,1,qc,ux,qc_ux,2175,stayed together,0,0.64,ENK,PHG,1,smaller
6/16/14,qc,dp1,ux,ENK,PHG,F,F,different,dp,1,Stable,qc,ux,0,qc,ux,qc_ux,2175,stayed together,0,0.64,ENK,PHG,1,smaller
6/16/14,qc,dt1,ux,ENK,PHG,F,F,different,dt,1,Stable,qc,ux,0,qc,ux,qc_ux,2175,stayed together,0,0.64,ENK,PHG,1,smaller
6/28/14,uv,dn2,ob,ENK,PHG,F,F,different,dn,2,Stable,ob,uv,0,ob,uv,ob_uv,4320,briefly together,0,0.39,PHG,ENK,0,smaller
6/28/14,uv,dt1,ob,ENK,PHG,F,F,different,dt,1,Stable,uv,ob,0,ob,uv,ob_uv,4320,briefly together,0,0.39,ENK,PHG,1,smaller
6/28/14,uv,dt2,ob,ENK,PHG,F,F,different,dt,2,Stable,ob,uv,0,ob,uv,ob_uv,4320,briefly together,0,0.39,PHG,ENK,0,smaller
6/28/14,uv,dt2,ob,ENK,PHG,F,F,different,dt,2,Stable,ob,uv,0,ob,uv,ob_uv,4320,briefly together,0,0.39,PHG,ENK,0,smaller
7/3/14,ug,dp1,uv,PHG,ENK,F,F,different,dp,1,Stable,ug,uv,0,ug,uv,ug_uv,4380,never together,0,0.62,PHG,ENK,1,larger
7/28/14,uk,dp2,bf,ENK,PHG,F,F,different,dp,2,Stable,bf,uk,0,bf,uk,bf_uk,4230,never together,0,0.93,PHG,ENK,0,smaller
7/28/14,uk,dp2,bf,ENK,PHG,F,F,different,dp,2,Stable,bf,uk,0,bf,uk,bf_uk,4230,never together,0,0.93,PHG,ENK,0,smaller
7/28/14,uk,dt2,bf,ENK,PHG,F,F,different,dt,2,Stable,bf,uk,0,bf,uk,bf_uk,4230,never together,0,0.93,PHG,ENK,0,smaller
7/29/14,ut,dc2,tr,ENK,PHG,F,F,different,dc,2,Stable,tr,ut,1,tr,ut,tr_ut,4380,briefly together,0,0.50,PHG,ENK,0,smaller
7/29/14,ut,dp2,tr,ENK,PHG,F,F,different,dp,2,Stable,tr,ut,0,tr,ut,tr_ut,4380,briefly together,0,0.50,PHG,ENK,0,smaller
8/8/14,qn,dt2,ur,ENK,PHG,F,F,different,dt,2,Stable,ur,qn,0,qn,ur,qn_ur,4350,never together,0,0.07,PHG,ENK,0,smaller
8/8/14,ua,dn1,oy,ENK,PHG,F,F,different,dn,1,Stable,ua,oy,0,oy,ua,oy_ua,4290,never together,0,0.97,ENK,PHG,1,smaller
8/18/14,uv,dn2,oy,ENK,PHG,F,F,different,dn,2,Stable,oy,uv,0,oy,uv,oy_uv,4290,never together,0,0.79,PHG,ENK,0,smaller
8/19/14,qn,dt2,fd,ENK,PHG,F,F,different,dt,2,Stable,fd,qn,0,fd,qn,fd_qn,4350,never together,0,0.34,PHG,ENK,0,smaller
8/19/14,ug,dc1,qp,PHG,ENK,F,F,different,dc,1,Stable,ug,qp,1,qp,ug,qp_ug,4290,never together,0,0.20,PHG,ENK,1,larger
8/19/14,ug,dt1,qp,PHG,ENK,F,F,different,dt,1,Stable,ug,qp,0,qp,ug,qp_ug,4290,never together,0,0.20,PHG,ENK,1,larger
8/19/14,ug,dt2,qp,PHG,ENK,F,F,different,dt,2,Stable,qp,ug,0,qp,ug,qp_ug,4290,never together,0,0.20,ENK,PHG,0,larger
8/29/14,qc,dd2,ur,ENK,PHG,F,F,different,dd,2,Stable,ur,qc,0,qc,ur,qc_ur,2175,never together,0,0.15,PHG,ENK,0,smaller
9/4/14,fd,dt1,ut,PHG,ENK,F,F,different,dt,1,Stable,fd,ut,0,fd,ut,fd_ut,4320,never together,0,0.71,PHG,ENK,1,larger
9/4/14,fd,dt2,ut,PHG,ENK,F,F,different,dt,2,Stable,ut,fd,0,fd,ut,fd_ut,4320,never together,0,0.71,ENK,PHG,0,larger
9/4/14,ua,dt1,fd,ENK,PHG,F,F,different,dt,1,Stable,ua,fd,0,fd,ua,fd_ua,4365,never together,0,0.11,ENK,PHG,1,smaller
9/4/14,ua,dt2,fd,ENK,PHG,F,F,different,dt,2,Stable,fd,ua,0,fd,ua,fd_ua,4365,never together,0,0.11,PHG,ENK,0,smaller
9/4/14,uz,dp1,uk,PHG,ENK,F,F,different,dp,1,Stable,uz,uk,0,uk,uz,uk_uz,4290,never together,0.0625,0.25,PHG,ENK,1,larger
9/10/14,fd,dt1,qn,PHG,ENK,F,F,different,dt,1,Stable,fd,qn,0,fd,qn,fd_qn,4350,never together,0,0.34,PHG,ENK,1,larger
9/12/14,ob,dd1,qn,PHG,ENK,F,F,different,dd,1,Stable,ob,qn,0,ob,qn,ob_qn,4305,briefly together,0,0.12,PHG,ENK,1,larger
9/12/14,ob,dn1,ua,PHG,ENK,F,F,different,dn,1,Stable,ob,ua,0,ob,ua,ob_ua,4320,briefly together,0,0.56,PHG,ENK,1,larger
9/12/14,ob,dn1,ua,PHG,ENK,F,F,different,dn,1,Stable,ob,ua,0,ob,ua,ob_ua,4320,briefly together,0,0.56,PHG,ENK,1,larger
9/12/14,ob,dn1,ua,PHG,ENK,F,F,different,dn,1,Stable,ob,ua,0,ob,ua,ob_ua,4320,briefly together,0,0.56,PHG,ENK,1,larger
9/12/14,ob,dn1,ua,PHG,ENK,F,F,different,dn,1,Stable,ob,ua,0,ob,ua,ob_ua,4320,briefly together,0,0.56,PHG,ENK,1,larger
9/12/14,ob,dt1,qn,PHG,ENK,F,F,different,dt,1,Stable,ob,qn,0,ob,qn,ob_qn,4305,briefly together,0,0.12,PHG,ENK,1,larger
9/12/14,ob,dt2,qn,PHG,ENK,F,F,different,dt,2,Stable,qn,ob,0,ob,qn,ob_qn,4305,briefly together,0,0.12,ENK,PHG,0,larger
9/16/14,qc,dd2,ob,ENK,PHG,F,F,different,dd,2,Stable,ob,qc,0,ob,qc,ob_qc,2160,briefly together,0,0.20,PHG,ENK,0,smaller
9/18/14,uv,dd1,fx,ENK,PHG,F,F,different,dd,1,Stable,uv,fx,0,fx,uv,fx_uv,4410,never together,0,0.00,ENK,PHG,1,smaller
9/18/14,uv,dd2,oo,ENK,PHG,F,F,different,dd,2,Stable,oo,uv,0,oo,uv,oo_uv,4350,briefly together,0,0.17,PHG,ENK,0,smaller
9/18/14,ux,dp2,ut,PHG,ENK,F,F,different,dp,2,Stable,ut,ux,0,ut,ux,ut_ux,4365,stayed together,0.5,0.18,ENK,PHG,0,larger
9/19/14,ua,dd2,oo,ENK,PHG,F,F,different,dd,2,Stable,oo,ua,0,oo,ua,oo_ua,4350,briefly together,0,0.35,PHG,ENK,0,smaller
9/22/14,un,dc2,ut,PHG,ENK,F,F,different,dc,2,Stable,ut,un,1,un,ut,un_ut,4320,never together,0.25,0.08,ENK,PHG,0,larger
9/24/14,ua,dn2,oo,ENK,PHG,F,F,different,dn,2,Stable,oo,ua,0,oo,ua,oo_ua,4350,briefly together,0,0.35,PHG,ENK,0,smaller
9/24/14,ua,dt2,oo,ENK,PHG,F,F,different,dt,2,Stable,oo,ua,0,oo,ua,oo_ua,4350,briefly together,0,0.35,PHG,ENK,0,smaller
9/24/14,un,dt1,qp,PHG,ENK,F,F,different,dt,1,Stable,un,qp,0,qp,un,qp_un,4275,never together,0,0.29,PHG,ENK,1,larger
9/25/14,o6,dt2,ut,PHG,ENK,F,F,different,dt,2,Stable,ut,o6,0,o6,ut,o6_ut,1785,briefly together,0,0.04,ENK,PHG,0,larger
9/25/14,ua,db2,fd,ENK,PHG,F,F,different,db,2,Stable,fd,ua,0,fd,ua,fd_ua,4365,never together,0,0.11,PHG,ENK,0,smaller
9/25/14,ux,dn2,ut,PHG,ENK,F,F,different,dn,2,Stable,ut,ux,0,ut,ux,ut_ux,4365,stayed together,0.5,0.18,ENK,PHG,0,larger
9/25/14,ux,dp2,ut,PHG,ENK,F,F,different,dp,2,Stable,ut,ux,0,ut,ux,ut_ux,4365,stayed together,0.5,0.18,ENK,PHG,0,larger
9/25/14,ux,dp2,ut,PHG,ENK,F,F,different,dp,2,Stable,ut,ux,0,ut,ux,ut_ux,4365,stayed together,0.5,0.18,ENK,PHG,0,larger
9/25/14,ux,dt2,ut,PHG,ENK,F,F,different,dt,2,Stable,ut,ux,0,ut,ux,ut_ux,4365,stayed together,0.5,0.18,ENK,PHG,0,larger
10/2/14,qp,dn2,o6,ENK,PHG,F,F,different,dn,2,Stable,o6,qp,0,o6,qp,o6_qp,1800,briefly together,0,0.25,PHG,ENK,0,smaller
10/2/14,qp,dp1,o6,ENK,PHG,F,F,different,dp,1,Stable,qp,o6,0,o6,qp,o6_qp,1800,briefly together,0,0.25,ENK,PHG,1,smaller
10/2/14,qp,dt1,o6,ENK,PHG,F,F,different,dt,1,Stable,qp,o6,0,o6,qp,o6_qp,1800,briefly together,0,0.25,ENK,PHG,1,smaller
10/2/14,qp,dt1,o6,ENK,PHG,F,F,different,dt,1,Stable,qp,o6,0,o6,qp,o6_qp,1800,briefly together,0,0.25,ENK,PHG,1,smaller
10/6/14,ug,dd1,qn,PHG,ENK,F,F,different,dd,1,Stable,ug,qn,0,qn,ug,qn_ug,4365,never together,0,0.36,PHG,ENK,1,larger
10/9/14,ob,dn1,qc,PHG,ENK,F,F,different,dn,1,Stable,ob,qc,0,ob,qc,ob_qc,2160,briefly together,0,0.20,PHG,ENK,1,larger
10/9/14,oo,dd1,qn,PHG,ENK,F,F,different,dd,1,Stable,oo,qn,0,oo,qn,oo_qn,4335,briefly together,0,0.09,PHG,ENK,1,larger
10/9/14,uj,dp1,uk,PHG,ENK,F,F,different,dp,1,Stable,uj,uk,0,uj,uk,uj_uk,2850,never together,0.0625,0.19,PHG,ENK,1,larger
10/10/14,ug,dt1,ut,PHG,ENK,F,F,different,dt,1,Stable,ug,ut,0,ug,ut,ug_ut,4335,never together,0,0.01,PHG,ENK,1,larger
10/10/14,ug,dt1,ut,PHG,ENK,F,F,different,dt,1,Stable,ug,ut,0,ug,ut,ug_ut,4335,never together,0,0.01,PHG,ENK,1,larger
10/10/14,uj,dn1,ut,PHG,ENK,F,F,different,dn,1,Stable,uj,ut,0,uj,ut,uj_ut,2970,never together,0,0.07,PHG,ENK,1,larger
10/15/14,un,dt2,qn,PHG,ENK,F,F,different,dt,2,Stable,qn,un,0,qn,un,qn_un,4350,never together,0,0.46,ENK,PHG,0,larger
10/15/14,uv,dn2,oy,ENK,PHG,F,F,different,dn,2,Stable,oy,uv,0,oy,uv,oy_uv,4290,never together,0,0.79,PHG,ENK,0,smaller
10/15/14,uv,dn2,oy,ENK,PHG,F,F,different,dn,2,Stable,oy,uv,0,oy,uv,oy_uv,4290,never together,0,0.79,PHG,ENK,0,smaller
10/15/14,uv,dn2,oy,ENK,PHG,F,F,different,dn,2,Stable,oy,uv,0,oy,uv,oy_uv,4290,never together,0,0.79,PHG,ENK,0,smaller
10/15/14,uv,dp2,oy,ENK,PHG,F,F,different,dp,2,Stable,oy,uv,0,oy,uv,oy_uv,4290,never together,0,0.79,PHG,ENK,0,smaller
10/15/14,uv,dt1,oy,ENK,PHG,F,F,different,dt,1,Stable,uv,oy,0,oy,uv,oy_uv,4290,never together,0,0.79,ENK,PHG,1,smaller
10/22/14,ut,dc2,oa,ENK,PHG,F,F,different,dc,2,Stable,oa,ut,1,oa,ut,oa_ut,4275,briefly together,0,0.49,PHG,ENK,0,smaller
10/23/14,by,dc1,ug,ENK,PHG,F,F,different,dc,1,Stable,by,ug,1,by,ug,by_ug,4305,never together,0,0.09,ENK,PHG,1,smaller
10/23/14,by,dt1,ug,ENK,PHG,F,F,different,dt,1,Stable,by,ug,0,by,ug,by_ug,4305,never together,0,0.09,ENK,PHG,1,smaller
10/23/14,by,dt2,ug,ENK,PHG,F,F,different,dt,2,Stable,ug,by,0,by,ug,by_ug,4305,never together,0,0.09,PHG,ENK,0,smaller
10/24/14,bf,dn2,uk,PHG,ENK,F,F,different,dn,2,Stable,uk,bf,0,bf,uk,bf_uk,4230,never together,0,0.93,ENK,PHG,0,larger
10/24/14,uz,dt1,qc,PHG,ENK,F,F,different,dt,1,Stable,uz,qc,0,qc,uz,qc_uz,2235,never together,0,0.32,PHG,ENK,1,larger
10/25/14,un,dd2,uv,PHG,ENK,F,F,different,dd,2,Stable,uv,un,0,un,uv,un_uv,4365,never together,0.25,0.72,ENK,PHG,0,larger
11/7/14,ut,dt2,fx,ENK,PHG,F,F,different,dt,2,Stable,fx,ut,0,fx,ut,fx_ut,4365,never together,0,0.64,PHG,ENK,0,smaller
11/7/14,ut,dt2,oo,ENK,PHG,F,F,different,dt,2,Stable,oo,ut,0,oo,ut,oo_ut,4305,briefly together,0,0.47,PHG,ENK,0,smaller
11/8/14,ob,dn1,ua,PHG,ENK,F,F,different,dn,1,Stable,ob,ua,0,ob,ua,ob_ua,4320,briefly together,0,0.56,PHG,ENK,1,larger
11/8/14,oo,dc1,uk,PHG,ENK,F,F,different,dc,1,Stable,oo,uk,1,oo,uk,oo_uk,4200,briefly together,0,0.58,PHG,ENK,1,larger
11/8/14,oo,dn1,uk,PHG,ENK,F,F,different,dn,1,Stable,oo,uk,0,oo,uk,oo_uk,4200,briefly together,0,0.58,PHG,ENK,1,larger
11/8/14,oo,dt1,uk,PHG,ENK,F,F,different,dt,1,Stable,oo,uk,0,oo,uk,oo_uk,4200,briefly together,0,0.58,PHG,ENK,1,larger
11/8/14,oo,dt1,uk,PHG,ENK,F,F,different,dt,1,Stable,oo,uk,0,oo,uk,oo_uk,4200,briefly together,0,0.58,PHG,ENK,1,larger
11/8/14,oo,dt1,uk,PHG,ENK,F,F,different,dt,1,Stable,oo,uk,0,oo,uk,oo_uk,4200,briefly together,0,0.58,PHG,ENK,1,larger
11/8/14,oo,dt2,uk,PHG,ENK,F,F,different,dt,2,Stable,uk,oo,0,oo,uk,oo_uk,4200,briefly together,0,0.58,ENK,PHG,0,larger
12/4/14,o6,dp1,qc,PHG,ENK,F,F,different,dp,1,Stable,o6,qc,0,o6,qc,o6_qc,1710,briefly together,0,0.49,PHG,ENK,1,larger
12/4/14,o6,dt1,qc,PHG,ENK,F,F,different,dt,1,Stable,o6,qc,0,o6,qc,o6_qc,1710,briefly together,0,0.49,PHG,ENK,1,larger
12/10/14,by,dc1,un,ENK,PHG,F,F,different,dc,1,Stable,by,un,1,by,un,by_un,4290,never together,0,0.19,ENK,PHG,1,smaller
12/10/14,by,dt1,un,ENK,PHG,F,F,different,dt,1,Stable,by,un,0,by,un,by_un,4290,never together,0,0.19,ENK,PHG,1,smaller
12/10/14,uk,dn2,ob,ENK,PHG,F,F,different,dn,2,Stable,ob,uk,0,ob,uk,ob_uk,4170,briefly together,0,0.37,PHG,ENK,0,smaller
12/10/14,uk,dt2,ob,ENK,PHG,F,F,different,dt,2,Stable,ob,uk,0,ob,uk,ob_uk,4170,briefly together,0,0.37,PHG,ENK,0,smaller
12/10/14,uk,dt2,ob,ENK,PHG,F,F,different,dt,2,Stable,ob,uk,0,ob,uk,ob_uk,4170,briefly together,0,0.37,PHG,ENK,0,smaller
12/15/14,ua,dn2,bf,ENK,PHG,F,F,different,dn,2,Stable,bf,ua,0,bf,ua,bf_ua,4380,never together,0,0.00,PHG,ENK,0,smaller
12/15/14,ua,dp2,bf,ENK,PHG,F,F,different,dp,2,Stable,bf,ua,0,bf,ua,bf_ua,4380,never together,0,0.00,PHG,ENK,0,smaller
12/15/14,ua,dt1,bf,ENK,PHG,F,F,different,dt,1,Stable,ua,bf,0,bf,ua,bf_ua,4380,never together,0,0.00,ENK,PHG,1,smaller
12/18/14,oa,dn1,by,PHG,ENK,F,F,different,dn,1,Stable,oa,by,0,by,oa,by_oa,4245,briefly together,0,0.38,PHG,ENK,1,larger
12/18/14,oa,dp1,by,PHG,ENK,F,F,different,dp,1,Stable,oa,by,0,by,oa,by_oa,4245,briefly together,0,0.38,PHG,ENK,1,larger
12/30/14,ob,dn1,qc,PHG,ENK,F,F,different,dn,1,Stable,ob,qc,0,ob,qc,ob_qc,2160,briefly together,0,0.20,PHG,ENK,1,larger
12/30/14,ob,dt1,qc,PHG,ENK,F,F,different,dt,1,Stable,ob,qc,0,ob,qc,ob_qc,2160,briefly together,0,0.20,PHG,ENK,1,larger
1/15/15,ty,dd1,ob,PHG,ENK,F,F,different,dd,1,Dispersal 1,ty,ob,0,ob,ty,ob_ty,1905,split apart,0,0.04,PHG,ENK,1,larger
1/15/15,ty,dd1,ob,PHG,ENK,F,F,different,dd,1,Dispersal 1,ty,ob,0,ob,ty,ob_ty,1905,split apart,0,0.04,PHG,ENK,1,larger
1/24/15,ob,dd2,fx,ENK,PHG,F,F,different,dd,2,Dispersal 1,fx,ob,0,fx,ob,fx_ob,1995,split apart,0,0.39,PHG,ENK,0,smaller
1/24/15,ob,dd2,fx,ENK,PHG,F,F,different,dd,2,Dispersal 1,fx,ob,0,fx,ob,fx_ob,1995,split apart,0,0.39,PHG,ENK,0,smaller
1/27/15,uv,dp2,ty,ENK,PHG,F,F,different,dp,2,Dispersal 1,ty,uv,0,ty,uv,ty_uv,1845,never together,0,0.42,PHG,ENK,0,smaller
1/27/15,uv,dp2,ty,ENK,PHG,F,F,different,dp,2,Dispersal 1,ty,uv,0,ty,uv,ty_uv,1845,never together,0,0.42,PHG,ENK,0,smaller
3/3/15,ty,dp1,uv,PHG,ENK,F,F,different,dp,1,Dispersal 1,ty,uv,0,ty,uv,ty_uv,1845,never together,0,0.42,PHG,ENK,1,larger
3/3/15,ty,dp1,uv,PHG,ENK,F,F,different,dp,1,Dispersal 1,ty,uv,0,ty,uv,ty_uv,1845,never together,0,0.42,PHG,ENK,1,larger
3/3/15,ty,dp2,uv,PHG,ENK,F,F,different,dp,2,Dispersal 1,uv,ty,0,ty,uv,ty_uv,1845,never together,0,0.42,ENK,PHG,0,larger
3/3/15,ty,dp2,uv,PHG,ENK,F,F,different,dp,2,Dispersal 1,uv,ty,0,ty,uv,ty_uv,1845,never together,0,0.42,ENK,PHG,0,larger
3/11/15,dz,dt2,ut,PHG,ENK,F,F,different,dt,2,Dispersal 1,ut,dz,0,dz,ut,dz_ut,1860,never together,0,0.57,ENK,PHG,0,larger
3/11/15,dz,dt2,ut,PHG,ENK,F,F,different,dt,2,Dispersal 1,ut,dz,0,dz,ut,dz_ut,1860,never together,0,0.57,ENK,PHG,0,larger
3/11/15,ut,dt1,dz,ENK,PHG,F,F,different,dt,1,Dispersal 1,ut,dz,0,dz,ut,dz_ut,1860,never together,0,0.57,ENK,PHG,1,smaller
3/11/15,ut,dt1,dz,ENK,PHG,F,F,different,dt,1,Dispersal 1,ut,dz,0,dz,ut,dz_ut,1860,never together,0,0.57,ENK,PHG,1,smaller
3/23/15,oa,db1,ux,PHG,ENK,F,F,different,db,1,Dispersal 1,oa,ux,0,oa,ux,oa_ux,1980,split apart,0,0.67,PHG,ENK,1,larger
3/23/15,oa,db1,ux,PHG,ENK,F,F,different,db,1,Dispersal 1,oa,ux,0,oa,ux,oa_ux,1980,split apart,0,0.67,PHG,ENK,1,larger
3/23/15,oa,dt1,ux,PHG,ENK,F,F,different,dt,1,Dispersal 1,oa,ux,0,oa,ux,oa_ux,1980,split apart,0,0.67,PHG,ENK,1,larger
3/23/15,oa,dt1,ux,PHG,ENK,F,F,different,dt,1,Dispersal 1,oa,ux,0,oa,ux,oa_ux,1980,split apart,0,0.67,PHG,ENK,1,larger
3/23/15,yp,dt1,ua,PHG,ENK,F,F,different,dt,1,Dispersal 1,yp,ua,0,ua,yp,ua_yp,1800,never together,0,0.07,PHG,ENK,1,larger
3/23/15,yp,dt1,ua,PHG,ENK,F,F,different,dt,1,Dispersal 1,yp,ua,0,ua,yp,ua_yp,1800,never together,0,0.07,PHG,ENK,1,larger
